learner_id,exercise_id,exercise_type,difficulty,score,timestamp
194,163,writing,easy,88.20772112850908,1696382240
169,180,listening,easy,100.0,1693869086
54,290,writing,hard,69.39914475738053,1695706324
86,308,speaking,medium,79.66914316726736,1693648872
84,190,speaking,easy,64.9121289925789,1696428926
97,141,reading,hard,24.571511867568255,1694283082
43,204,reading,easy,100.0,1695215097
90,163,writing,easy,88.8628339839571,1693537213
84,167,speaking,easy,81.95515493722215,1694158024
124,243,writing,hard,59.92789390081991,1694098199
187,281,speaking,medium,48.26827737143188,1694636096
105,126,listening,easy,89.70822281010783,1696129466
18,186,listening,hard,44.37637747345326,1693760185
198,222,listening,easy,74.99732453576388,1694132039
169,173,writing,medium,85.9014662754966,1696464956
8,247,reading,hard,76.2977339223979,1695002406
12,213,listening,easy,89.96974651282856,1694599978
59,171,speaking,easy,100.0,1696062481
33,213,listening,easy,85.5178318805005,1695551296
138,179,listening,medium,70.87805184930264,1696164043
130,230,listening,hard,63.7993089017008,1694510421
20,176,writing,hard,66.61634254717669,1696315048
182,347,speaking,hard,72.47728533727158,1696329456
35,158,reading,medium,63.19337561360932,1693766164
111,259,listening,easy,100.0,1695176559
1,193,speaking,easy,46.91854024427146,1694885691
186,257,reading,easy,85.28653773395034,1695653208
106,196,writing,hard,39.55966775712587,1695562340
35,392,writing,easy,85.83480452556154,1696491179
83,184,speaking,medium,66.58976898609377,1695354096
69,123,reading,easy,100.0,1695746620
161,324,reading,easy,100.0,1695858072
180,236,writing,medium,98.50228985260483,1696127995
78,171,speaking,easy,77.00381557118608,1695201408
174,171,speaking,easy,68.08621709768923,1696216255
97,220,reading,easy,63.66373625409289,1693800790
125,317,reading,medium,55.87724306273252,1694087722
140,379,reading,easy,100.0,1695469226
128,196,writing,hard,37.27575982288976,1695989827
102,393,speaking,medium,76.45332420406015,1696202240
101,168,writing,easy,77.34379270842743,1695731534
53,296,reading,medium,77.1120543272093,1694760703
36,324,reading,easy,100.0,1694337467
152,259,listening,easy,78.8923631361291,1693748154
35,298,reading,easy,69.06310353627951,1695709000
147,313,speaking,easy,68.67833388533806,1695730151
39,308,speaking,medium,79.49280020827445,1694087919
183,165,writing,medium,70.14571200587082,1694347437
90,259,listening,easy,100.0,1696401858
60,232,listening,easy,65.15968318524698,1694340647
140,275,listening,hard,65.00878811380085,1693531236
61,269,writing,easy,83.02721310011535,1694120550
69,244,writing,easy,82.62444783353087,1693937141
196,348,writing,easy,100.0,1695151099
104,163,writing,easy,59.43060169238089,1694213146
10,391,speaking,hard,48.86941655262358,1694852892
164,178,reading,medium,61.598604245697494,1694813615
149,163,writing,easy,61.676203267404304,1694703277
148,131,writing,hard,60.496453371871084,1693811456
45,143,listening,easy,54.85384947935951,1695767450
91,138,speaking,easy,36.4559097175809,1694556745
174,379,reading,easy,94.45556865761651,1694700262
187,267,writing,easy,93.51932486766884,1694247484
29,250,reading,medium,99.4784745855934,1695370870
143,247,reading,hard,92.30629850975004,1695075741
58,101,reading,hard,77.38275698290913,1695031420
16,147,writing,medium,82.26834765575852,1696470771
200,201,speaking,medium,81.35207054965564,1695484829
145,310,speaking,medium,55.73969459932684,1695517037
164,323,listening,easy,96.5518223867827,1694632629
42,377,writing,easy,94.35690470260623,1694148789
3,103,listening,easy,75.92687925443929,1696296439
196,124,speaking,hard,82.43403284407671,1694640323
110,184,speaking,medium,77.79574460879982,1694661988
5,376,writing,hard,69.7365936557186,1693789462
196,318,reading,medium,77.10863600640428,1696356249
49,251,speaking,medium,68.65137208953806,1694651124
145,191,writing,hard,47.400919714467136,1693635241
64,189,speaking,easy,55.27013022283518,1695115509
87,278,reading,medium,52.62909551792164,1695250760
200,105,writing,easy,83.45025234262984,1696216836
174,334,speaking,medium,48.71742940107462,1694097931
135,364,speaking,hard,41.87411973633185,1695053969
138,257,reading,easy,88.76961582142505,1694837816
132,392,writing,easy,96.81840649165892,1694557192
191,184,speaking,medium,34.73876942813129,1695838502
182,194,writing,medium,70.3171184262802,1694316027
170,394,writing,easy,77.28968465136374,1696500769
58,208,listening,easy,73.83517040075265,1694462230
128,302,speaking,easy,72.41172710083192,1694218116
1,398,writing,medium,79.78567858654715,1693591302
166,278,reading,medium,89.23203680093341,1694997472
80,281,speaking,medium,68.03591145913549,1695521703
125,310,speaking,medium,65.51414630256346,1693560220
145,220,reading,easy,76.2118374180571,1696095028
151,385,writing,easy,44.73875763643903,1695597580
121,307,speaking,medium,69.229317200278,1694549245
35,209,writing,easy,55.453690805537875,1694617316
1,376,writing,hard,9.221116214390975,1694890998
12,391,speaking,hard,43.55897703915615,1694658157
54,369,listening,easy,88.92051600571635,1696289328
191,372,reading,easy,100.0,1696158582
184,354,writing,easy,77.61599783011863,1695649586
194,383,listening,medium,61.684906891120775,1693895905
10,218,reading,easy,78.86333238854698,1694570240
84,261,speaking,medium,63.00603433780961,1693946249
40,124,speaking,hard,72.78842297288773,1696080708
93,199,listening,easy,85.44055840391094,1694454844
108,270,reading,hard,78.64325488819283,1696352663
154,385,writing,easy,67.77036472355753,1695567660
181,182,writing,medium,76.12748067657829,1693977998
169,281,speaking,medium,66.77786868585413,1694118575
178,229,listening,hard,68.51102815009212,1695344183
180,131,writing,hard,34.895984864382065,1695447933
76,310,speaking,medium,72.11693653742599,1695507885
125,109,reading,medium,68.83711100529571,1696254269
142,382,writing,medium,82.99057838786604,1695180682
146,198,listening,medium,87.29637432720992,1695745667
121,173,writing,medium,50.07822013528619,1694256832
148,145,reading,easy,92.20877047800518,1695301491
147,177,writing,easy,93.49562342475379,1693704967
46,161,speaking,medium,85.8074783078983,1696438867
170,153,writing,medium,64.87926489547286,1696363272
101,140,listening,easy,87.94076161237325,1694718427
29,132,reading,hard,29.62579144535036,1694162982
36,174,reading,hard,73.72762322399839,1695022298
131,388,listening,medium,49.812918909632586,1693732155
70,374,speaking,easy,72.23469862298053,1696451335
58,124,speaking,hard,29.619337000455687,1694016851
14,394,writing,easy,66.14515504421242,1694279667
128,380,reading,hard,42.03733729768267,1695027631
2,213,listening,easy,74.56065690394202,1695666208
74,255,writing,hard,67.07860109481801,1694667966
169,125,speaking,easy,79.3975336767955,1694605005
126,273,speaking,easy,79.440959539074,1694890808
29,347,speaking,hard,51.729184283025425,1695479672
131,361,speaking,medium,37.38618646446964,1696161747
145,251,speaking,medium,73.78887054787307,1695072069
141,340,listening,hard,60.113492710934466,1695068442
93,233,reading,easy,100.0,1694295614
158,388,listening,medium,52.75627046693904,1695146492
152,121,listening,easy,84.04747690816531,1695447208
130,130,writing,medium,57.59010333873772,1693607214
132,293,listening,hard,42.003161982508,1695677758
162,225,speaking,medium,94.42685545686463,1695897684
48,324,reading,easy,92.55097410845025,1693549807
96,350,reading,medium,56.05294422948882,1695945348
132,265,writing,easy,74.73398945821938,1695648238
153,366,listening,easy,62.72592467621463,1695019644
78,150,speaking,easy,73.80600186571445,1696276363
12,339,writing,easy,84.05156397116747,1695492674
7,186,listening,hard,47.8991792356711,1695332912
56,382,writing,medium,59.0592739698145,1693725698
108,356,reading,hard,48.79933481217557,1693860524
27,234,listening,easy,76.97126205523591,1695720610
135,295,speaking,medium,81.90626714301395,1695297003
127,192,speaking,medium,42.90053028135885,1696020479
48,269,writing,easy,100.0,1693672293
130,285,writing,easy,99.11746506872632,1695216700
12,310,speaking,medium,57.17320804219081,1693527736
21,188,writing,medium,58.64285044017218,1694578402
22,240,writing,easy,91.4808511203329,1696243835
118,181,speaking,easy,65.08321701563014,1694251002
18,228,speaking,medium,54.86254906627754,1695890089
50,259,listening,easy,27.405887723734182,1693608213
25,221,writing,easy,62.859402642064936,1695687755
137,215,listening,hard,50.17968727122117,1695002854
157,162,listening,medium,55.25954218413312,1694864721
39,123,reading,easy,87.72757535265116,1693674296
38,348,writing,easy,95.38553689255295,1695944047
139,340,listening,hard,49.545841054001244,1695844962
113,202,reading,hard,70.4047674089194,1695313568
52,262,listening,medium,72.58581777823571,1695770797
99,162,listening,medium,91.83885463790743,1695449167
124,365,speaking,easy,67.66418561004147,1695257949
151,173,writing,medium,29.837364570054433,1694236134
177,351,reading,easy,89.44084851476761,1694045541
94,204,reading,easy,63.19328153940383,1695941472
31,112,speaking,hard,41.42332119661172,1693676906
184,326,writing,easy,81.9498920277062,1694212062
176,319,writing,easy,47.78447019062313,1695207584
17,223,listening,easy,100.0,1695233766
69,269,writing,easy,52.93074569914263,1694221975
196,286,writing,medium,57.00500858880761,1694182393
65,325,listening,easy,94.27176283888548,1696213120
50,366,listening,easy,91.71622808127127,1694217659
88,250,reading,medium,53.189674547186335,1694001167
122,111,listening,easy,80.78402072174765,1693830062
18,400,reading,medium,64.55204507700208,1694561052
144,213,listening,easy,71.85468836839043,1695388931
47,329,listening,easy,79.06041083209583,1693835732
54,112,speaking,hard,59.308724026164285,1695438194
14,269,writing,easy,58.672468594087405,1696400863
61,163,writing,easy,62.06088619733444,1693972630
200,109,reading,medium,96.18499121016416,1695276810
39,380,reading,hard,56.48375758842887,1696025482
80,335,writing,easy,80.81825168407313,1694793370
126,179,listening,medium,100.0,1694645523
186,391,speaking,hard,65.3176561105063,1693911293
87,371,writing,medium,51.64618637632708,1694026619
94,263,writing,easy,68.5228716441348,1696161517
28,164,speaking,hard,88.87152008793336,1696124709
154,197,reading,medium,84.14578007626787,1696388453
127,121,listening,easy,92.10808161269188,1696335339
46,288,writing,medium,84.85493451872826,1694469707
88,137,speaking,easy,97.44756684988718,1694756464
77,246,speaking,hard,34.41280830580207,1694395064
35,391,speaking,hard,43.074179979815305,1694386345
122,382,writing,medium,46.81766400106112,1695792843
197,221,writing,easy,66.77719202433762,1694219182
53,104,writing,medium,76.01960163696953,1696096904
136,227,reading,easy,79.10405387184339,1695592368
105,332,speaking,hard,41.41115518784545,1696188969
114,172,reading,medium,74.40940826500767,1695206439
167,243,writing,hard,80.58976203393604,1696041417
169,270,reading,hard,36.60913735884067,1694257943
96,159,listening,easy,96.516442274834,1694055055
60,400,reading,medium,66.87044314126182,1695318559
73,201,speaking,medium,54.83972331624342,1695079099
143,376,writing,hard,42.81626206960604,1695880074
111,145,reading,easy,95.40463709751944,1695474135
90,359,reading,easy,95.91122020249173,1694689668
102,236,writing,medium,57.33325442769622,1694629749
15,354,writing,easy,85.28856510487488,1694597613
104,250,reading,medium,94.07327980582386,1694593057
30,289,reading,easy,83.86478000445575,1693823598
54,144,writing,hard,63.39250293131607,1695229592
29,104,writing,medium,61.13230914493258,1695598054
81,380,reading,hard,60.87195190608464,1694487305
160,128,speaking,hard,5.870578225323545,1696472030
13,351,reading,easy,96.16109390746783,1695500510
20,101,reading,hard,62.57976976620561,1696128908
170,126,listening,easy,64.64961197144389,1694902771
4,226,listening,easy,74.78812240263173,1694358150
199,151,speaking,medium,61.87240324845867,1694339138
43,330,reading,medium,49.79287528749808,1696102685
130,363,writing,easy,89.08927250269812,1696310161
40,176,writing,hard,51.61389087165473,1695156922
74,314,writing,easy,100.0,1693975842
195,222,listening,easy,78.225394429136,1693660203
29,241,speaking,hard,38.24951729754548,1696395498
169,219,reading,easy,80.7793976291397,1693584135
12,380,reading,hard,35.92707679459046,1694614877
103,317,reading,medium,74.37967618017763,1695080906
12,306,writing,medium,59.10709086162207,1695029325
193,376,writing,hard,43.15204718777581,1696096948
122,292,listening,hard,23.75788654867119,1695636347
36,266,speaking,easy,81.78371461778703,1696038982
97,178,reading,medium,52.64647622003024,1693953506
11,252,writing,easy,95.76249622406864,1694786104
86,345,listening,easy,100.0,1695593795
20,267,writing,easy,83.33450268581554,1693651553
125,328,listening,medium,53.72317209489739,1694150014
30,233,reading,easy,87.8840042122668,1695290436
44,152,reading,hard,89.65551786979957,1694000690
111,199,listening,easy,78.44061593448963,1694814167
159,342,listening,easy,56.20713194501242,1695166396
33,321,reading,medium,60.09761455558279,1694085352
165,143,listening,easy,93.3944235902715,1696157290
107,243,writing,hard,59.15519879028271,1695869264
34,163,writing,easy,77.30900624281193,1694979865
38,266,speaking,easy,73.75284355816487,1696116116
42,191,writing,hard,48.374124036375015,1694087529
146,318,reading,medium,79.31639476893753,1695916717
101,123,reading,easy,50.733810187948166,1693814814
84,251,speaking,medium,62.85764229048766,1696345971
4,193,speaking,easy,72.8632523237365,1693532247
44,372,reading,easy,100.0,1695236998
76,122,writing,medium,64.5190803690114,1696007630
119,353,reading,medium,96.89289572053806,1696171368
7,247,reading,hard,66.34101239149325,1695769949
191,316,writing,medium,61.3460120114174,1694486241
72,296,reading,medium,76.32120087464364,1696208889
86,195,speaking,medium,64.4902142041169,1696090192
15,122,writing,medium,30.000427042996897,1694274318
97,108,listening,medium,99.9715245686662,1694940426
69,121,listening,easy,67.58502785038563,1695583742
150,317,reading,medium,67.32335304699737,1695135440
157,385,writing,easy,67.8260814910011,1696504105
158,315,listening,medium,52.04310405499851,1696170594
132,400,reading,medium,83.60823940436258,1695797724
198,299,writing,medium,58.40252272259673,1694875012
196,130,writing,medium,100.0,1693919404
3,176,writing,hard,21.070939616241304,1695753363
52,211,writing,easy,57.993800416743206,1696392822
73,289,reading,easy,86.32433025499402,1695971488
136,277,listening,hard,55.50544550773721,1695080585
171,248,reading,hard,54.41427350602371,1695084161
3,210,listening,medium,54.2535842219812,1695733496
189,135,speaking,medium,42.2651391878411,1694579751
33,375,writing,medium,55.336308710356896,1696046429
161,136,reading,medium,95.05187915689201,1694891551
164,291,listening,easy,70.47228480509852,1696249961
152,377,writing,easy,87.95716860562676,1695247631
34,198,listening,medium,82.50883032167906,1694699053
121,204,reading,easy,88.2099954606442,1694957055
75,199,listening,easy,68.05075625713681,1695017783
83,174,reading,hard,82.57090752352883,1696457327
70,114,speaking,easy,68.99229970159601,1695377984
118,249,speaking,medium,62.71443904105243,1696019912
141,180,listening,easy,100.0,1693646782
32,379,reading,easy,100.0,1693524067
126,384,writing,hard,76.99662561869096,1694137443
130,102,speaking,hard,39.847325887243706,1693570372
173,291,listening,easy,100.0,1693991517
3,363,writing,easy,100.0,1694060973
22,398,writing,medium,78.30089566920802,1694816975
144,395,listening,easy,88.23654078389191,1694196402
102,124,speaking,hard,29.067190502995757,1696087912
147,199,listening,easy,100.0,1696196660
72,292,listening,hard,65.90872408857221,1695497880
141,103,listening,easy,78.484759144739,1694342715
113,336,listening,hard,56.105193897979746,1696456538
46,125,speaking,easy,56.05140317415115,1693831554
74,300,speaking,easy,99.52995047192277,1695168887
73,284,listening,hard,59.65045012105719,1695347668
196,237,listening,easy,81.45818450844907,1695166419
200,354,writing,easy,93.88019566439742,1696139426
126,349,speaking,medium,78.69118600594776,1694415010
141,358,reading,hard,53.537096112050214,1693902935
151,158,reading,medium,78.80994110844495,1695695726
177,112,speaking,hard,48.206636817171216,1694146506
54,144,writing,hard,52.32494396224424,1696472696
139,258,listening,medium,57.335117008143044,1694690397
173,295,speaking,medium,51.47028984610451,1696348519
83,119,speaking,easy,87.23700493329693,1693927610
114,296,reading,medium,96.88943283774373,1693860294
32,334,speaking,medium,52.74342334896252,1695759802
18,371,writing,medium,63.50748353922404,1695066644
22,156,reading,easy,79.34498741684754,1695856098
180,337,listening,medium,59.227600905140186,1695029074
187,166,writing,medium,96.47777442808209,1696473216
125,376,writing,hard,68.2677115852643,1693827153
83,228,speaking,medium,72.04523816435072,1693616130
167,190,speaking,easy,58.90371153634274,1694086905
154,337,listening,medium,84.17919873597441,1695025052
46,308,speaking,medium,51.564043177948676,1695401712
14,131,writing,hard,60.567755519997206,1695579635
131,346,reading,medium,32.45548112701293,1694800134
193,254,writing,medium,72.18057362589609,1695944901
179,103,listening,easy,73.78492619995642,1696350353
45,348,writing,easy,87.53379237730384,1693980565
171,236,writing,medium,55.492733470725916,1693536419
117,101,reading,hard,72.80395659267084,1696114269
48,282,reading,easy,76.3037690661047,1694402419
35,314,writing,easy,100.0,1694456927
131,103,listening,easy,69.94020735473873,1695615641
150,176,writing,hard,62.25799702719357,1693983544
136,117,listening,hard,51.894869244802024,1695605791
89,223,listening,easy,67.2740153401723,1695849990
10,105,writing,easy,74.64620724011631,1695845209
111,127,writing,medium,68.5714372044699,1695988689
136,183,reading,hard,70.47018237270242,1694071961
14,186,listening,hard,44.46908220205462,1696198021
41,280,listening,easy,79.96010236496736,1696173460
111,225,speaking,medium,84.8484799032124,1694969945
181,225,speaking,medium,58.966560495158845,1696429931
83,105,writing,easy,78.48887513429676,1694320915
145,348,writing,easy,35.57891913821789,1695659888
151,169,reading,hard,81.79076784506307,1696331061
200,286,writing,medium,44.69489247513771,1695968866
54,141,reading,hard,61.65446395026112,1696179847
178,325,listening,easy,78.48866466020542,1694726657
50,364,speaking,hard,52.47851261545598,1693858117
24,170,writing,easy,67.0339325611844,1695187510
86,276,writing,medium,85.03749669622836,1694154629
90,247,reading,hard,32.072416510615824,1694811829
108,161,speaking,medium,61.78915296425488,1693886260
19,213,listening,easy,100.0,1694564634
88,221,writing,easy,41.05523870363991,1695648638
166,272,reading,medium,63.979716401078605,1696074347
97,188,writing,medium,65.22075760950077,1695382606
147,214,writing,easy,65.31426159876722,1694178738
151,322,writing,easy,90.65278729642361,1696496747
70,109,reading,medium,55.16975414552326,1695986769
132,232,listening,easy,100.0,1695956281
169,362,reading,medium,62.57406641010361,1693636761
86,386,speaking,easy,82.32605901493991,1694609155
167,385,writing,easy,77.56368125004235,1695208618
75,369,listening,easy,100.0,1696179838
86,377,writing,easy,69.63423985382423,1694802594
30,131,writing,hard,62.74154814165104,1694949642
104,400,reading,medium,66.65006774647279,1693725043
173,133,reading,medium,48.361171034291004,1696466692
170,113,listening,easy,100.0,1695684864
76,157,listening,easy,81.39629092923681,1696363243
139,335,writing,easy,81.64508458944681,1694904474
87,146,speaking,easy,84.51497227299029,1695882906
161,167,speaking,easy,39.84282117565918,1696425699
93,130,writing,medium,47.0046155076145,1695357283
165,373,reading,easy,100.0,1696398788
101,227,reading,easy,91.79905194731575,1695189458
161,236,writing,medium,57.115697717584396,1693610407
159,161,speaking,medium,61.02270245799991,1694010950
36,324,reading,easy,94.69217523305753,1696448602
3,223,listening,easy,93.715710725727,1695124592
161,209,writing,easy,91.43492368193915,1696453615
194,138,speaking,easy,97.63124149565719,1693677347
141,265,writing,easy,34.32323043677204,1695600465
122,332,speaking,hard,10.572117812453882,1695256467
51,128,speaking,hard,53.711235726295754,1693627915
6,129,listening,hard,74.48820855017603,1696172760
195,170,writing,easy,83.39713601731225,1694231311
166,365,speaking,easy,85.88303532109418,1694538023
108,266,speaking,easy,65.69100505943169,1695758900
174,276,writing,medium,44.371565683417934,1695703509
95,134,listening,easy,86.79514194998626,1695550041
177,373,reading,easy,100.0,1695670803
195,281,speaking,medium,72.54407421966937,1695367899
162,147,writing,medium,100.0,1696188827
42,144,writing,hard,67.3606323541994,1693822333
32,400,reading,medium,87.50798685343742,1694338507
20,267,writing,easy,100.0,1695646927
113,329,listening,easy,100.0,1694837026
112,295,speaking,medium,59.64610933549852,1694740420
104,369,listening,easy,92.16456286765703,1694183510
29,207,speaking,hard,12.254647209442261,1695093628
155,181,speaking,easy,100.0,1694236167
10,391,speaking,hard,42.36469299896746,1694212748
93,316,writing,medium,48.93460687863506,1694266087
43,256,listening,medium,81.20722581610488,1696347923
178,323,listening,easy,76.65507155709058,1695764676
30,346,reading,medium,72.75658689149994,1694361765
127,293,listening,hard,84.9549115033198,1695094171
90,107,reading,easy,88.52752818474468,1696362849
151,143,listening,easy,76.72605461235808,1696510031
166,189,speaking,easy,74.8228423799055,1695212888
162,344,listening,medium,84.74768111844283,1693832818
112,357,listening,easy,54.72935020366366,1695080894
87,157,listening,easy,44.96826367617123,1695117221
175,183,reading,hard,72.69428309416422,1695817677
95,265,writing,easy,91.95548415270244,1695823768
88,219,reading,easy,100.0,1693848856
173,121,listening,easy,91.57991693667952,1695381279
43,127,writing,medium,97.22616795818536,1694016355
164,126,listening,easy,61.907585769323866,1694333413
182,216,listening,easy,99.71816016802433,1695873603
68,280,listening,easy,100.0,1694165065
117,349,speaking,medium,72.10800320479007,1694365207
80,108,listening,medium,100.0,1694622729
121,166,writing,medium,52.294074020046544,1693828525
89,219,reading,easy,71.77485362394032,1695823290
199,259,listening,easy,100.0,1695839996
145,354,writing,easy,62.434745016273155,1694787551
166,289,reading,easy,70.50423517075939,1696471683
160,228,speaking,medium,81.81151808059987,1696012480
39,300,speaking,easy,54.716615900659576,1694757957
30,210,listening,medium,100.0,1695026995
153,281,speaking,medium,81.71205077138058,1696156864
171,211,writing,easy,92.01425094227002,1694321919
32,140,listening,easy,93.99765910570237,1695868759
177,380,reading,hard,42.246133303821296,1694395830
77,136,reading,medium,73.04683645862241,1696172831
99,288,writing,medium,67.26792753312716,1694692626
123,222,listening,easy,100.0,1694851484
88,153,writing,medium,80.28970346561331,1693582669
164,307,speaking,medium,45.36694955695025,1695019182
95,152,reading,hard,70.64180364986342,1696005847
100,117,listening,hard,54.49894464208051,1695995536
43,165,writing,medium,53.68737956057873,1694065446
170,152,reading,hard,73.32930757533366,1695425819
190,101,reading,hard,56.78617531872628,1695563988
177,389,listening,medium,26.007896363468582,1694121051
97,200,reading,medium,66.58755522732741,1694677748
123,148,speaking,hard,11.12602507809624,1694324289
55,376,writing,hard,58.6123201329231,1693672686
191,399,writing,easy,61.43197592788053,1694653409
3,228,speaking,medium,100.0,1695048495
189,202,reading,hard,69.04732993875598,1695731455
50,347,speaking,hard,58.65038231224776,1694653196
86,309,writing,medium,71.71128288078395,1694555083
103,345,listening,easy,59.2824040393531,1694498221
82,365,speaking,easy,83.14893383443098,1693852697
193,183,reading,hard,69.7280501237802,1694546657
160,155,writing,easy,100.0,1693691309
91,203,speaking,medium,61.734952182223566,1695201958
176,395,listening,easy,100.0,1693560710
51,214,writing,easy,72.41477071887797,1695150333
17,321,reading,medium,88.72862822283362,1693607306
12,181,speaking,easy,63.7007084958294,1696081998
130,224,writing,medium,85.58897408288547,1694531288
120,150,speaking,easy,56.50995393111441,1696297822
11,280,listening,easy,98.28370269478512,1696162921
11,285,writing,easy,72.34903008197233,1693917866
162,269,writing,easy,83.81327756927045,1695390890
119,168,writing,easy,60.45520125252189,1695244777
49,188,writing,medium,81.85177834679484,1695119163
74,387,reading,easy,60.13861096718525,1696154209
154,218,reading,easy,100.0,1694729366
128,141,reading,hard,72.15344055541608,1696159269
162,193,speaking,easy,57.95736419923546,1696120087
44,182,writing,medium,60.2861245823303,1693599187
190,277,listening,hard,46.522857529899895,1693623535
77,212,speaking,hard,63.18477779859266,1696038313
120,342,listening,easy,100.0,1696330719
155,188,writing,medium,52.46119982041775,1695281433
110,109,reading,medium,92.84214839906885,1694943590
103,106,speaking,medium,57.522647018305875,1694758726
159,211,writing,easy,100.0,1695340515
32,136,reading,medium,48.44835023497116,1696154087
18,398,writing,medium,64.29588880636321,1693643342
13,334,speaking,medium,35.92017339287456,1693744079
84,196,writing,hard,53.82913192046564,1695684909
86,331,writing,medium,69.08020925662866,1693698679
120,199,listening,easy,100.0,1696486294
16,290,writing,hard,46.97748379569477,1693635134
104,220,reading,easy,91.99824031494293,1694841129
74,172,reading,medium,82.43444372342994,1694887222
199,181,speaking,easy,68.05944597924463,1695293301
150,276,writing,medium,37.40816741061957,1696222045
129,394,writing,easy,88.85843478763024,1694148139
55,236,writing,medium,59.32540369704532,1695212285
39,358,reading,hard,45.98227126927975,1693752104
2,253,speaking,medium,45.58172031999831,1693943551
82,108,listening,medium,54.62370145522751,1694997713
149,116,speaking,easy,63.98080139705539,1693787376
181,215,listening,hard,98.57330145114499,1695180970
26,270,reading,hard,71.72935765124126,1694321019
132,216,listening,easy,70.15674513970814,1694946000
70,213,listening,easy,83.81225109498475,1695882753
199,160,listening,medium,70.44175857286868,1696228583
138,339,writing,easy,83.16860022809232,1694920133
7,342,listening,easy,75.70571728819982,1694217656
159,227,reading,easy,69.59891882710173,1694875246
135,391,speaking,hard,63.19713388566974,1696289739
198,171,speaking,easy,80.23056073469475,1696354122
91,270,reading,hard,66.65484852821015,1696038183
25,381,writing,hard,16.895521092521882,1695226296
128,291,listening,easy,86.2176974363199,1695388552
13,199,listening,easy,57.83623165546665,1694209640
121,339,writing,easy,32.95626505959561,1695701865
173,324,reading,easy,93.13327405698625,1695598925
120,360,listening,hard,56.51988334955649,1694243617
105,371,writing,medium,84.27403555507526,1695082311
10,322,writing,easy,91.97398935354539,1694193045
53,367,writing,easy,81.36049604022621,1694183490
9,347,speaking,hard,62.166316221623916,1693703385
85,173,writing,medium,65.7399890640152,1694203903
130,116,speaking,easy,80.27328409636941,1695662368
149,324,reading,easy,64.15724094194606,1693545814
154,342,listening,easy,61.78933477453388,1694387357
176,355,listening,hard,78.60829315627323,1694168336
86,326,writing,easy,87.48343168528129,1695664750
50,286,writing,medium,49.96585907650799,1695209216
86,258,listening,medium,100.0,1695640334
158,333,reading,medium,66.85108607750743,1695729569
120,211,writing,easy,99.31310500775926,1693583645
149,183,reading,hard,68.5296100806932,1694729723
120,211,writing,easy,98.8987435520904,1694128734
123,133,reading,medium,62.45688286587824,1695823449
51,127,writing,medium,76.10242977476607,1695861513
64,234,listening,easy,100.0,1694957639
76,275,listening,hard,43.505031710672114,1694905181
69,258,listening,medium,98.14799205134987,1695073932
155,237,listening,easy,91.58803682771378,1693857336
96,198,listening,medium,74.05070834656581,1696228967
76,198,listening,medium,61.92405598484762,1694791875
98,380,reading,hard,99.83098782856243,1694996292
187,303,writing,medium,63.62884317007223,1695808074
116,273,speaking,easy,66.08625829752694,1695203320
134,222,listening,easy,100.0,1695640699
98,385,writing,easy,78.29837042670225,1695285643
128,393,speaking,medium,57.75451824957469,1695765742
70,166,writing,medium,29.406335378842144,1695084894
42,349,speaking,medium,89.4190027632636,1694499474
136,129,listening,hard,82.55200177241093,1696406238
176,243,writing,hard,61.037244668945206,1693601219
11,134,listening,easy,87.61213942347746,1695515641
88,242,reading,easy,97.84686025663939,1694941953
34,152,reading,hard,50.71786461480882,1695232168
112,122,writing,medium,53.47403744593966,1695368032
39,248,reading,hard,16.220437675451237,1696506831
16,196,writing,hard,69.40791478900807,1696187905
106,136,reading,medium,97.86002001072492,1693609467
63,275,listening,hard,57.95022165986723,1695173523
56,363,writing,easy,81.28418424831425,1694776232
173,194,writing,medium,68.95031861987046,1694438778
44,148,speaking,hard,69.17012706674575,1695115557
96,379,reading,easy,49.77760465224046,1693892302
114,322,writing,easy,54.0777883342371,1695017084
186,272,reading,medium,94.2784678210329,1694413877
41,241,speaking,hard,42.30433965501298,1695046549
7,209,writing,easy,100.0,1695992556
57,263,writing,easy,67.2398110094967,1694135360
76,197,reading,medium,56.88417639697403,1695769648
122,272,reading,medium,75.23733254605827,1695650574
63,203,speaking,medium,38.15452399724778,1695823623
182,113,listening,easy,100.0,1695566869
36,184,speaking,medium,71.26467290189316,1694570129
190,109,reading,medium,77.65544651569559,1694450138
179,215,listening,hard,84.31066499261163,1695965235
79,227,reading,easy,74.32507518732444,1693685757
176,382,writing,medium,80.495726725617,1694625032
197,399,writing,easy,100.0,1693569331
82,188,writing,medium,54.73197473279179,1696101709
68,272,reading,medium,84.54051112826562,1693648171
186,163,writing,easy,61.208625252493775,1695471369
199,149,listening,easy,87.50474927078696,1694463043
4,248,reading,hard,100.0,1695692325
104,310,speaking,medium,32.98175924932148,1695851458
49,373,reading,easy,88.10177478913478,1694393812
56,382,writing,medium,33.52606638711467,1695925058
105,312,listening,easy,99.0821049109589,1693835234
35,321,reading,medium,66.71815281214214,1695840837
27,176,writing,hard,51.00765196746576,1695732038
105,279,speaking,medium,50.60702511848402,1695446188
93,339,writing,easy,100.0,1694754967
156,208,listening,easy,84.59932104056251,1695137800
102,320,speaking,hard,34.792532621821415,1695947657
155,138,speaking,easy,63.22318439715514,1695136239
199,389,listening,medium,73.42500021474113,1694273790
